State,state2,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
ALABAMA - Metropolitan Counties,ALABAMA ,Autauga,51,0,6,5,40,372,92,240,40,
,ALABAMA ,Baldwin,223,0,9,37,177,615,173,397,45,
,ALABAMA ,Blount,375,1,19,5,350,796,191,492,113,
,ALABAMA ,Calhoun,14,0,5,7,2,144,49,95,0,
,ALABAMA ,Elmore,68,4,30,12,22,669,178,427,64,
,ALABAMA ,Etowah,99,2,32,1,64,444,152,233,59,
,ALABAMA ,Geneva,40,1,7,2,30,202,74,112,16,
,ALABAMA ,Greene,31,0,2,1,28,123,45,60,18,
,ALABAMA ,Houston,121,1,9,19,92,657,187,400,70,
,ALABAMA ,Jefferson,729,10,45,128,546,"2,255","1,181",888,186,
,ALABAMA ,Lawrence,48,0,8,3,37,351,112,195,44,
,ALABAMA ,Lee,417,2,23,10,382,"1,015",263,620,132,
,ALABAMA ,Madison,390,2,46,42,300,"2,007",486,"1,306",215,
,ALABAMA ,Mobile,147,1,9,23,114,"2,008",564,"1,130",314,
,ALABAMA ,Montgomery,111,0,8,10,93,404,136,230,38,
,ALABAMA ,Russell,40,2,9,6,23,268,70,158,40,
,ALABAMA ,St. Clair,221,1,11,1,208,416,130,255,31,
,ALABAMA ,Tuscaloosa,197,3,6,22,166,"1,371",361,831,179,
ALABAMA - Nonmetropolitan Counties,ALABAMA ,Bullock,7,0,0,3,4,42,23,17,2,
,ALABAMA ,Chambers,0,0,0,0,0,70,29,39,2,
,ALABAMA ,Cherokee,65,0,11,1,53,295,101,160,34,
,ALABAMA ,Clarke,18,0,8,1,9,49,25,16,8,
,ALABAMA ,Clay,1,0,0,0,1,65,32,32,1,
,ALABAMA ,Cleburne,8,0,2,1,5,144,43,90,11,
,ALABAMA ,Coffee,18,1,3,0,14,132,55,65,12,
,ALABAMA ,Coosa,41,0,3,0,38,171,64,100,7,
,ALABAMA ,Covington,4,0,0,0,4,37,14,19,4,
,ALABAMA ,Cullman,52,1,23,2,26,911,235,553,123,
,ALABAMA ,Dale,31,0,9,1,21,147,39,99,9,
,ALABAMA ,Dallas,76,1,11,10,54,427,131,255,41,
,ALABAMA ,DeKalb,113,2,35,2,74,624,198,318,108,
,ALABAMA ,Fayette,2,0,1,0,1,72,32,27,13,
,ALABAMA ,Lamar,6,0,1,0,5,64,27,33,4,
,ALABAMA ,Macon,19,1,4,2,12,68,29,21,18,
,ALABAMA ,Marengo,30,0,3,3,24,149,53,77,19,
,ALABAMA ,Marshall,89,0,14,4,71,370,134,193,43,
,ALABAMA ,Monroe,27,2,0,0,25,56,19,29,8,
,ALABAMA ,Pike,27,0,3,3,21,124,45,69,10,
,ALABAMA ,Sumter,10,0,1,1,8,39,21,15,3,
,ALABAMA ,Talladega,92,0,8,13,71,701,182,444,75,
,ALABAMA ,Tallapoosa,15,0,4,1,10,115,28,78,9,
ARIZONA - Metropolitan Counties,ARIZONA ,Cochise,50,0,3,5,42,539,180,284,75,2
,ARIZONA ,Coconino,110,2,15,1,92,295,86,194,15,19
,ARIZONA ,Mohave,149,4,6,17,122,"2,058",693,"1,184",181,11
,ARIZONA ,Pima,619,10,76,163,370,"8,574","1,429","6,480",665,62
,ARIZONA ,Pinal,212,3,5,18,186,"1,807",432,"1,154",221,11
,ARIZONA ,Yavapai,238,3,21,5,209,952,225,641,86,13
,ARIZONA ,Yuma,144,11,17,7,109,856,317,440,99,5
ARIZONA - Nonmetropolitan Counties,ARIZONA ,Gila,168,1,5,7,155,402,79,251,72,0
,ARIZONA ,Graham,15,0,1,3,11,111,27,72,12,15
,ARIZONA ,Greenlee,2,0,0,0,2,29,12,10,7,0
,ARIZONA ,La Paz3,,2,0,,19,294,76,205,13,
,ARIZONA ,Navajo,49,0,2,5,42,347,129,166,52,1
,ARIZONA ,Santa Cruz,5,2,2,0,1,145,34,80,31,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Benton,136,2,33,4,97,413,136,234,43,2
,ARKANSAS ,Cleveland,16,2,4,0,10,83,45,37,1,1
,ARKANSAS ,Craighead,56,0,14,3,39,351,138,178,35,2
,ARKANSAS ,Crawford,37,0,9,1,27,264,46,189,29,0
,ARKANSAS ,Crittenden,120,5,11,8,96,306,75,194,37,5
,ARKANSAS ,Faulkner,81,2,10,3,66,794,202,492,100,12
,ARKANSAS ,Garland,352,0,35,14,303,"1,591",666,785,140,0
,ARKANSAS ,Grant,31,0,6,0,25,140,30,94,16,2
,ARKANSAS ,Jefferson,67,3,15,4,45,412,151,212,49,12
,ARKANSAS ,Lincoln,9,0,4,0,5,61,15,40,6,0
,ARKANSAS ,Little River,21,0,3,0,18,89,23,48,18,3
,ARKANSAS ,Lonoke,78,0,16,4,58,385,69,232,84,2
,ARKANSAS ,Miller3,35,0,8,0,27,,,149,22,1
,ARKANSAS ,Perry,16,0,5,0,11,137,16,121,0,0
,ARKANSAS ,Pulaski,345,1,18,26,300,"1,688",404,"1,088",196,13
,ARKANSAS ,Saline,193,0,40,12,141,843,326,395,122,7
,ARKANSAS ,Sebastian,53,0,9,1,43,212,80,122,10,2
,ARKANSAS ,Washington3,,,21,1,149,509,167,272,70,2
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Arkansas,11,1,0,0,10,78,22,43,13,1
,ARKANSAS ,Ashley,17,2,5,2,8,212,56,128,28,5
,ARKANSAS ,Baxter,64,0,14,1,49,606,60,502,44,3
,ARKANSAS ,Boone,207,0,66,1,140,244,65,144,35,2
,ARKANSAS ,Bradley,14,0,4,0,10,37,15,15,7,1
,ARKANSAS ,Calhoun,3,0,0,0,3,50,7,38,5,0
,ARKANSAS ,Carroll,41,1,1,0,39,213,64,116,33,4
,ARKANSAS ,Chicot,4,0,0,0,4,96,34,62,0,0
,ARKANSAS ,Clark,39,0,4,0,35,46,17,26,3,0
,ARKANSAS ,Clay,7,0,3,0,4,53,16,34,3,0
,ARKANSAS ,Cleburne,122,3,8,2,109,302,94,189,19,5
,ARKANSAS ,Columbia,20,1,0,2,17,71,22,41,8,1
,ARKANSAS ,Conway,53,0,14,3,36,274,48,200,26,6
,ARKANSAS ,Cross,33,0,3,0,30,131,23,97,11,0
,ARKANSAS ,Drew,19,0,4,2,13,88,28,47,13,1
,ARKANSAS ,Fulton,28,0,4,0,24,57,0,48,9,6
,ARKANSAS ,Greene,26,0,3,0,23,180,49,107,24,2
,ARKANSAS ,Hempstead,54,0,5,0,49,121,32,74,15,0
,ARKANSAS ,Howard,23,0,4,3,16,45,24,19,2,0
,ARKANSAS ,Independence,195,3,38,4,150,439,149,235,55,18
,ARKANSAS ,Izard,48,1,18,0,29,282,76,191,15,11
,ARKANSAS ,Jackson,26,0,6,0,20,128,3,97,28,3
,ARKANSAS ,Johnson,36,2,1,2,31,165,60,77,28,0
,ARKANSAS ,Lee,10,0,2,0,8,106,17,74,15,0
,ARKANSAS ,Logan,11,0,2,0,9,138,22,98,18,1
,ARKANSAS ,Marion,87,2,18,0,67,292,100,182,10,1
,ARKANSAS ,Mississippi,31,1,5,1,24,249,74,132,43,0
,ARKANSAS ,Montgomery,9,0,4,0,5,92,41,49,2,0
,ARKANSAS ,Newton,27,0,3,0,24,32,17,13,2,3
,ARKANSAS ,Pike,1,0,0,0,1,60,26,32,2,1
,ARKANSAS ,Polk,41,0,7,0,34,69,22,44,3,0
,ARKANSAS ,Pope,50,2,12,0,36,287,87,173,27,2
,ARKANSAS ,Prairie,3,0,0,0,3,58,18,33,7,0
,ARKANSAS ,Scott,24,0,4,0,20,67,31,33,3,0
,ARKANSAS ,Searcy,23,1,6,0,16,30,9,17,4,1
,ARKANSAS ,Sevier,19,0,5,0,14,103,32,64,7,3
,ARKANSAS ,St. Francis,22,0,4,2,16,277,67,210,0,1
,ARKANSAS ,Union,51,1,4,4,42,278,43,197,38,3
,ARKANSAS ,White,190,2,54,3,131,668,193,383,92,14
,ARKANSAS ,Woodruff,11,0,2,0,9,50,15,21,14,2
,ARKANSAS ,Yell,44,1,9,3,31,178,53,101,24,2
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Alameda,670,7,35,223,405,"2,064",385,"1,192",487,23
,CALIFORNIA ,Butte,327,3,32,31,261,"1,394",588,757,49,2
,CALIFORNIA ,Contra Costa,300,4,25,111,160,"1,462",376,"1,062",24,10
,CALIFORNIA ,El Dorado,239,2,55,27,155,"1,991",526,"1,432",33,5
,CALIFORNIA ,Fresno,"1,534",7,39,101,"1,387","3,395","1,546","1,245",604,136
,CALIFORNIA ,Imperial,241,3,13,15,210,721,174,456,91,21
,CALIFORNIA ,Kern,"2,423",50,177,420,"1,776","9,472","2,781","4,622","2,069",300
,CALIFORNIA ,Kings,133,2,19,12,100,462,158,281,23,7
,CALIFORNIA ,Los Angeles,"5,790",73,291,"1,457","3,969","15,912","3,397","8,676","3,839",232
,CALIFORNIA ,Madera,453,3,32,16,402,"1,138",469,640,29,7
,CALIFORNIA ,Marin,96,2,9,15,70,685,128,548,9,5
,CALIFORNIA ,Merced,608,5,25,44,534,"1,434",439,950,45,5
,CALIFORNIA ,Monterey,253,2,32,51,168,"1,331",354,935,42,9
,CALIFORNIA ,Napa,72,1,9,3,59,222,62,152,8,0
,CALIFORNIA ,Orange,310,1,36,17,256,"1,089",197,747,145,16
,CALIFORNIA ,Placer,223,1,27,31,164,"1,284",353,878,53,4
,CALIFORNIA ,Riverside,829,16,45,167,601,"7,529","1,507","4,578","1,444",17
,CALIFORNIA ,Sacramento,"2,351",28,195,617,"1,511","7,909","2,119","5,586",204,75
,CALIFORNIA ,San Benito,51,0,4,8,39,152,62,83,7,0
,CALIFORNIA ,San Bernardino,"1,054",13,139,179,723,"4,809","1,357","2,329","1,123",65
,CALIFORNIA ,San Diego,"1,523",13,114,225,"1,171","4,533",950,"2,768",815,48
,CALIFORNIA ,San Joaquin,757,6,29,179,543,"2,729",779,"1,823",127,19
,CALIFORNIA ,San Luis Obispo,115,1,23,7,84,"1,083",394,670,19,4
,CALIFORNIA ,San Mateo,310,3,77,78,152,"2,840",335,"2,124",381,11
,CALIFORNIA ,Santa Barbara,229,3,25,22,179,"1,208",336,848,24,3
,CALIFORNIA ,Santa Clara,321,1,41,31,248,"1,421",213,974,234,0
,CALIFORNIA ,Santa Cruz,297,3,34,45,215,"1,807",432,"1,354",21,10
,CALIFORNIA ,Shasta,477,10,44,19,404,972,477,446,49,40
,CALIFORNIA ,Solano,147,2,11,14,120,396,153,140,103,14
,CALIFORNIA ,Sonoma,516,4,64,42,406,"1,080",340,734,6,13
,CALIFORNIA ,Stanislaus,435,13,31,133,258,"1,735",614,"1,053",68,18
,CALIFORNIA ,Sutter,64,0,8,2,54,591,184,367,40,1
,CALIFORNIA ,Tulare4,372,13,40,60,259,"1,976",627,"1,349",0,0
,CALIFORNIA ,Ventura,141,3,19,21,98,697,154,473,70,7
,CALIFORNIA ,Yolo,81,2,7,7,65,287,82,194,11,2
,CALIFORNIA ,Yuba,225,7,28,45,145,912,338,560,14,21
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Alpine,12,0,2,1,9,27,11,16,0,0
,CALIFORNIA ,Amador,83,3,8,5,67,338,78,258,2,4
,CALIFORNIA ,Calaveras,187,2,27,14,144,615,217,376,22,0
,CALIFORNIA ,Colusa,24,2,7,5,10,185,68,114,3,1
,CALIFORNIA ,Del Norte,102,1,20,12,69,299,130,163,6,4
,CALIFORNIA ,Glenn,55,1,9,7,38,444,132,276,36,3
,CALIFORNIA ,Humboldt,240,7,17,52,164,899,338,538,23,16
,CALIFORNIA ,Inyo,80,0,6,4,70,139,58,80,1,3
,CALIFORNIA ,Lake,201,4,13,20,164,490,278,206,6,10
,CALIFORNIA ,Lassen,57,0,6,3,48,224,109,113,2,7
,CALIFORNIA ,Mariposa,67,0,7,1,59,192,41,147,4,0
,CALIFORNIA ,Mendocino,213,5,21,28,159,383,199,178,6,13
,CALIFORNIA ,Modoc,27,0,3,1,23,41,15,24,2,1
,CALIFORNIA ,Mono,22,0,6,0,16,45,8,36,1,1
,CALIFORNIA ,Nevada,150,2,16,5,127,423,211,205,7,1
,CALIFORNIA ,Plumas,130,0,14,4,112,312,139,165,8,3
,CALIFORNIA ,Sierra,5,0,1,0,4,22,9,11,2,0
,CALIFORNIA ,Siskiyou,73,2,6,0,65,172,101,56,15,0
,CALIFORNIA ,Tehama,62,1,12,6,43,452,197,244,11,5
,CALIFORNIA ,Trinity,77,2,11,7,57,194,89,102,3,6
,CALIFORNIA ,Tuolumne,169,2,52,11,104,555,272,271,12,3
COLORADO - Metropolitan Counties,COLORADO ,Arapahoe,350,2,66,33,249,"1,865",322,"1,252",291,28
,COLORADO ,Boulder,78,1,16,6,55,672,149,462,61,4
,COLORADO ,Clear Creek,24,0,4,0,20,56,11,37,8,8
,COLORADO ,Douglas,366,1,131,20,214,"2,489",373,"1,829",287,26
,COLORADO ,Elbert,19,0,1,0,18,3,0,1,2,0
,COLORADO ,El Paso,588,10,147,41,390,"2,368",431,"1,590",347,25
,COLORADO ,Gilpin,36,0,5,2,29,86,18,62,6,2
,COLORADO ,Larimer,153,1,33,6,113,903,195,626,82,9
,COLORADO ,Mesa,146,1,27,7,111,"1,017",206,717,94,20
,COLORADO ,Pueblo,52,1,1,14,36,"1,116",227,727,162,4
,COLORADO ,Teller,31,1,9,1,20,104,37,61,6,5
,COLORADO ,Weld,155,1,26,4,124,716,208,386,122,6
COLORADO - Nonmetropolitan Counties,COLORADO ,Archuleta,49,1,2,2,44,94,25,63,6,6
,COLORADO ,Baca,3,0,0,0,3,2,2,0,0,0
,COLORADO ,Bent,32,1,2,0,29,187,76,102,9,1
,COLORADO ,Chaffee,11,0,2,0,9,60,18,35,7,0
,COLORADO ,Cheyenne,0,0,0,0,0,1,0,1,0,0
,COLORADO ,Conejos,5,0,0,1,4,31,28,0,3,0
,COLORADO ,Crowley,11,0,0,1,10,42,14,23,5,0
,COLORADO ,Custer,19,0,0,0,19,69,9,57,3,2
,COLORADO ,Delta,34,3,14,0,17,193,65,106,22,2
,COLORADO ,Dolores,1,0,1,0,0,24,17,6,1,1
,COLORADO ,Fremont,44,0,9,2,33,265,72,150,43,3
,COLORADO ,Garfield,63,3,19,0,41,209,41,142,26,8
,COLORADO ,Grand,9,0,0,0,9,47,13,32,2,2
,COLORADO ,Gunnison,8,0,0,0,8,25,2,21,2,0
,COLORADO ,Hinsdale,1,0,1,0,0,4,0,4,0,0
,COLORADO ,Huerfano,20,3,1,2,14,119,35,75,9,5
,COLORADO ,Jackson,1,0,0,0,1,5,1,3,1,0
,COLORADO ,Kit Carson,7,0,2,1,4,41,11,27,3,0
,COLORADO ,Lake,11,0,0,1,10,36,4,29,3,0
,COLORADO ,La Plata,76,1,25,0,50,202,57,119,26,2
,COLORADO ,Logan,13,0,6,0,7,91,24,49,18,2
,COLORADO ,Mineral,1,0,0,0,1,0,0,0,0,0
,COLORADO ,Moffat,4,0,0,0,4,28,6,22,0,0
,COLORADO ,Montezuma,29,0,5,1,23,130,36,80,14,3
,COLORADO ,Montrose,24,0,5,0,19,215,64,129,22,1
,COLORADO ,Morgan,42,1,1,0,40,83,18,50,15,0
,COLORADO ,Otero,4,0,0,0,4,104,47,43,14,0
,COLORADO ,Pitkin,4,0,2,0,2,39,2,36,1,0
,COLORADO ,Prowers,5,0,1,2,2,7,1,3,3,0
,COLORADO ,Routt,13,0,4,0,9,45,14,28,3,1
,COLORADO ,San Juan,1,0,0,0,1,3,0,2,1,0
,COLORADO ,San Miguel,3,0,0,0,3,3,1,0,2,1
,COLORADO ,Sedgwick,0,0,0,0,0,5,2,2,1,0
,COLORADO ,Washington,2,0,2,0,0,56,4,47,5,0
DELAWARE - Metropolitan Counties,DELAWARE ,New Castle County Police Department,851,8,78,130,635,"4,464",775,"3,256",433,0
FLORIDA - Metropolitan Counties,FLORIDA ,Alachua,734,7,106,105,516,"1,938",545,"1,257",136,18
,FLORIDA ,Baker,94,2,5,7,80,287,49,214,24,1
,FLORIDA ,Bay,327,2,36,24,265,"2,124",517,"1,430",177,4
,FLORIDA ,Brevard,642,4,46,74,518,"3,691",754,"2,636",301,14
,FLORIDA ,Broward,300,5,18,66,211,722,113,528,81,1
,FLORIDA ,Charlotte,350,2,31,17,300,"1,763",227,"1,434",102,6
,FLORIDA ,Citrus,345,2,19,42,282,"2,102",369,"1,504",229,8
,FLORIDA ,Clay,574,2,94,87,391,"3,115",594,"2,295",226,14
,FLORIDA ,Collier,898,9,109,138,642,"3,762",505,"3,042",215,4
,FLORIDA ,Escambia,"1,419",11,187,237,984,"7,580","1,502","5,508",570,6
,FLORIDA ,Flagler,195,3,28,9,155,"1,244",164,"1,021",59,2
,FLORIDA ,Gadsden,104,0,14,5,85,247,112,121,14,3
,FLORIDA ,Gilchrist,22,0,3,1,18,115,56,53,6,1
,FLORIDA ,Hernando,466,6,77,50,333,"2,855",490,"2,169",196,23
,FLORIDA ,Highlands,220,2,37,30,151,"1,854",456,"1,319",79,8
,FLORIDA ,Hillsborough,"1,849",35,245,298,"1,271","12,516","1,889","9,520","1,107",47
,FLORIDA ,Indian River,250,9,27,36,178,"1,622",277,"1,260",85,2
,FLORIDA ,Jefferson,78,1,4,4,69,219,91,109,19,1
,FLORIDA ,Lake,504,3,83,52,366,"2,603",660,"1,662",281,9
,FLORIDA ,Lee,"1,272",26,202,257,787,"5,647","1,000","4,023",624,42
,FLORIDA ,Leon,367,4,33,40,290,"1,926",331,"1,483",112,10
,FLORIDA ,Levy,472,1,22,2,447,592,274,243,75,0
,FLORIDA ,Manatee,"1,335",18,132,203,982,"5,156",821,"3,969",366,10
,FLORIDA ,Marion,"1,040",21,182,85,752,"4,185","1,113","2,623",449,6
,FLORIDA ,Martin,346,3,74,69,200,"1,632",206,"1,371",55,5
,FLORIDA ,Miami-Dade,"5,362",80,453,"1,207","3,622","32,805","3,322","25,946","3,537",46
,FLORIDA ,Nassau,182,2,17,6,157,"1,004",380,530,94,8
,FLORIDA ,Okaloosa,532,7,77,29,419,"2,718",375,"2,155",188,0
,FLORIDA ,Orange,"4,803",51,467,"1,084","3,201","21,318","3,588","15,801","1,929",0
,FLORIDA ,Osceola,706,12,102,86,506,"4,385",990,"3,180",215,3
,FLORIDA ,Palm Beach,"1,691",23,233,354,"1,081","10,754","1,420","8,244","1,090",38
,FLORIDA ,Pasco,"1,468",9,223,219,"1,017","6,768","1,134","5,069",565,29
,FLORIDA ,Pinellas,525,6,111,94,314,"4,414",553,"3,566",295,17
,FLORIDA ,Polk,"1,205",15,83,100,"1,007","5,437","1,196","3,677",564,4
,FLORIDA ,Santa Rosa,235,1,54,13,167,"1,513",336,"1,079",98,5
,FLORIDA ,Sarasota,466,3,20,53,390,"4,182",605,"3,381",196,9
,FLORIDA ,Seminole,538,8,99,50,381,"2,573",491,"1,922",160,3
,FLORIDA ,St. Johns,257,4,27,24,202,"2,249",304,"1,767",178,2
,FLORIDA ,St. Lucie,282,9,48,35,190,"1,312",249,976,87,1
,FLORIDA ,Sumter,191,7,18,13,153,861,184,580,97,3
,FLORIDA ,Volusia,570,9,88,94,379,"2,801",613,"1,933",255,21
,FLORIDA ,Wakulla,57,1,5,5,46,526,127,372,27,1
,FLORIDA ,Walton,117,3,18,2,94,935,225,633,77,1
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Bradford,50,1,6,4,39,231,81,123,27,0
,FLORIDA ,Calhoun,17,2,0,0,15,71,26,39,6,0
,FLORIDA ,Columbia,134,4,17,11,102,858,356,468,34,3
,FLORIDA ,DeSoto,96,0,7,16,73,586,204,340,42,2
,FLORIDA ,Dixie,72,1,8,1,62,169,106,48,15,4
,FLORIDA ,Franklin,52,1,3,1,47,209,42,166,1,0
,FLORIDA ,Glades,26,0,2,1,23,126,33,84,9,0
,FLORIDA ,Gulf,37,0,2,0,35,121,42,72,7,0
,FLORIDA ,Hamilton,39,1,2,2,34,183,56,120,7,0
,FLORIDA ,Hardee,49,0,6,6,37,300,97,170,33,0
,FLORIDA ,Hendry,153,1,11,23,118,655,203,414,38,3
,FLORIDA ,Holmes,48,0,3,0,45,170,50,108,12,0
,FLORIDA ,Jackson,91,1,19,3,68,717,146,527,44,0
,FLORIDA ,Lafayette,22,0,0,0,22,39,17,19,3,3
,FLORIDA ,Liberty,9,0,3,0,6,47,13,28,6,0
,FLORIDA ,Madison,137,0,13,3,121,173,71,99,3,0
,FLORIDA ,Monroe,163,2,11,13,137,840,110,688,42,3
,FLORIDA ,Okeechobee,181,1,18,15,147,928,188,661,79,0
,FLORIDA ,Putnam,136,4,20,20,92,"1,033",263,716,54,3
,FLORIDA ,Suwannee,112,1,14,6,91,443,154,266,23,0
,FLORIDA ,Taylor,151,0,10,2,139,221,115,86,20,1
,FLORIDA ,Union,33,0,2,3,28,67,29,36,2,1
,FLORIDA ,Washington,33,1,2,3,27,185,78,94,13,0
GEORGIA - Metropolitan Counties,GEORGIA ,Brooks,36,0,3,0,33,155,43,100,12,0
,GEORGIA ,Bryan,37,1,3,1,32,330,62,253,15,0
,GEORGIA ,Burke,22,0,2,6,14,289,65,202,22,0
,GEORGIA ,Butts,65,2,2,10,51,267,32,217,18,1
,GEORGIA ,Carroll,167,0,24,9,134,"1,289",390,755,144,4
,GEORGIA ,Cherokee,97,0,12,13,72,"1,307",201,"1,006",100,0
,GEORGIA ,Clayton,14,0,0,0,14,5,0,4,1,0
,GEORGIA ,Clayton County Police Department,"1,388",37,182,465,704,"8,263","1,979","5,064","1,220",24
,GEORGIA ,Cobb,2,0,0,0,2,25,0,25,0,0
,GEORGIA ,Cobb County Police Department,"1,136",8,126,372,630,"9,693","1,387","7,442",864,29
,GEORGIA ,Columbia,53,1,7,9,36,"1,816",164,"1,551",101,1
,GEORGIA ,Coweta5,91,1,12,19,59,"1,052",234,735,83,2
,GEORGIA ,Crawford,22,0,2,2,18,210,56,137,17,0
,GEORGIA ,Dawson,32,0,5,1,26,433,71,336,26,1
,GEORGIA ,DeKalb,0,0,0,0,0,0,0,0,0,0
,GEORGIA ,DeKalb County Police Department,"3,085",82,170,"1,234","1,599","21,426","4,407","13,825","3,194",107
,GEORGIA ,Dougherty,0,0,0,0,0,119,0,119,0,0
,GEORGIA ,Dougherty County Police Department,29,1,2,8,18,327,103,209,15,0
,GEORGIA ,Echols5,1,0,0,0,1,43,15,26,2,0
,GEORGIA ,Effingham,40,0,3,2,35,351,157,140,54,0
,GEORGIA ,Fayette,37,0,9,5,23,503,88,379,36,3
,GEORGIA ,Forsyth,106,1,25,9,71,"1,840",266,"1,494",80,1
,GEORGIA ,Fulton,9,0,0,0,9,4,0,4,0,0
,GEORGIA ,Fulton County Police Department5,256,5,10,77,164,"1,510",182,"1,040",288,1
,GEORGIA ,Glynn,0,0,0,0,0,0,0,0,0,0
,GEORGIA ,Glynn County Police Department,192,3,22,46,121,"1,635",331,"1,184",120,4
,GEORGIA ,Gwinnett County Police Department,"1,605",30,173,583,819,"14,551","2,450","10,631","1,470",38
,GEORGIA ,Hall,240,3,54,26,157,"1,561",327,"1,015",219,29
,GEORGIA ,Haralson,145,0,7,1,137,477,154,272,51,
,GEORGIA ,Heard,18,0,1,1,16,107,22,63,22,0
,GEORGIA ,Henry,0,0,0,0,0,78,0,78,0,
,GEORGIA ,Henry County Police Department,300,4,44,87,165,"3,589",572,"2,608",409,3
,GEORGIA ,Houston,117,0,10,9,98,"1,002",161,792,49,3
,GEORGIA ,Jasper,63,0,0,2,61,174,26,141,7,0
,GEORGIA ,Jones,22,0,2,3,17,262,62,179,21,3
,GEORGIA ,Lamar,22,0,2,0,20,114,25,71,18,0
,GEORGIA ,Lanier,36,0,2,1,33,164,31,120,13,0
,GEORGIA ,Lee,56,0,5,4,47,516,76,419,21,0
,GEORGIA ,Liberty,164,3,1,5,155,232,60,147,25,0
,GEORGIA ,Long,16,1,5,1,9,151,61,76,14,0
,GEORGIA ,Madison,90,0,3,3,84,405,60,311,34,0
,GEORGIA ,Marion,4,0,0,0,4,39,8,31,0,0
,GEORGIA ,McDuffie,50,3,4,3,40,196,80,100,16,
,GEORGIA ,McIntosh,35,2,3,4,26,247,53,176,18,1
,GEORGIA ,Meriwether,51,3,0,1,47,287,56,214,17,0
,GEORGIA ,Monroe,22,0,2,2,18,314,64,231,19,0
,GEORGIA ,Murray,36,0,0,1,35,56,10,38,8,1
,GEORGIA ,Muscogee,56,0,0,1,55,33,1,30,2,0
,GEORGIA ,Newton,305,4,14,36,251,"1,565",327,974,264,13
,GEORGIA ,Oconee,21,0,0,1,20,442,35,386,21,0
,GEORGIA ,Oglethorpe,40,0,1,3,36,165,35,120,10,1
,GEORGIA ,Paulding,185,1,8,21,155,"2,083",347,"1,456",280,9
,GEORGIA ,Peach,23,0,3,2,18,214,47,147,20,0
,GEORGIA ,Pickens,76,0,8,1,67,383,91,253,39,0
,GEORGIA ,Pike,19,0,1,4,14,218,32,178,8,0
,GEORGIA ,Rockdale,167,5,20,31,111,"1,319",175,"1,041",103,
,GEORGIA ,Spalding,134,0,3,16,115,810,180,538,92,
,GEORGIA ,Talbot,13,0,1,1,11,47,14,28,5,0
,GEORGIA ,Twiggs,15,0,2,1,12,99,28,59,12,2
,GEORGIA ,Walton,69,1,12,14,42,599,116,408,75,1
,GEORGIA ,Whitfield,159,1,11,11,136,"1,327",358,852,117,
GEORGIA - Nonmetropolitan Counties,GEORGIA ,Bacon,15,0,1,0,14,163,62,98,3,0
,GEORGIA ,Baldwin,259,1,8,6,244,646,123,481,42,1
,GEORGIA ,Banks,52,0,8,1,43,395,95,279,21,0
,GEORGIA ,Ben Hill,22,0,0,2,20,167,51,99,17,0
,GEORGIA ,Berrien,32,0,2,2,28,229,58,161,10,0
,GEORGIA ,Bleckley,9,0,3,1,5,109,24,82,3,0
,GEORGIA ,Bulloch,38,1,4,7,26,550,107,400,43,0
,GEORGIA ,Calhoun,1,0,0,0,1,5,3,2,0,0
,GEORGIA ,Candler,9,0,3,1,5,100,28,70,2,0
,GEORGIA ,Charlton,21,4,0,0,17,119,52,51,16,0
,GEORGIA ,Chattooga,5,0,1,0,4,86,14,70,2,0
,GEORGIA ,Clay,10,0,1,0,9,16,1,14,1,0
,GEORGIA ,Clinch,10,1,1,0,8,63,29,27,7,0
,GEORGIA ,Coffee,93,1,10,4,78,563,165,320,78,3
,GEORGIA ,Cook,43,0,0,1,42,133,43,77,13,0
,GEORGIA ,Crisp,9,0,2,1,6,370,49,302,19,0
,GEORGIA ,Decatur,48,0,5,2,41,246,66,165,15,0
,GEORGIA ,Dodge,32,2,2,6,22,178,68,92,18,0
,GEORGIA ,Dooly,2,0,0,0,2,94,22,64,8,0
,GEORGIA ,Early,12,0,0,0,12,98,39,58,1,0
,GEORGIA ,Elbert,19,0,5,3,11,266,68,187,11,0
,GEORGIA ,Emanuel,1,1,0,0,0,216,48,145,23,0
,GEORGIA ,Evans,8,0,0,0,8,33,8,15,10,0
,GEORGIA ,Fannin,23,1,4,2,16,204,56,125,23,5
,GEORGIA ,Gilmer,66,0,8,1,57,382,110,239,33,0
,GEORGIA ,Glascock,3,0,0,1,2,28,6,20,2,0
,GEORGIA ,Grady,40,0,2,0,38,180,48,111,21,0
,GEORGIA ,Greene,10,1,2,0,7,112,21,85,6,0
,GEORGIA ,Habersham,27,0,7,1,19,324,134,164,26,0
,GEORGIA ,Hancock,12,0,0,2,10,88,31,53,4,0
,GEORGIA ,Irwin,8,0,1,1,6,119,22,84,13,
,GEORGIA ,Jeff Davis,16,0,0,0,16,115,28,77,10,0
,GEORGIA ,Jefferson,32,0,3,0,29,80,26,49,5,0
,GEORGIA ,Laurens,92,1,11,10,70,547,146,339,62,0
